,Timestamp,Open,High,Low,Close,Volume,time,day
0,2018-08-08 09:30:00,285.55,285.63,285.55,285.63,400.0,09:30:00,2018-08-08
1,2018-08-08 10:00:00,285.63,285.7,285.63,285.7,4150.0,10:00:00,2018-08-08
2,2018-08-08 10:30:00,285.72,285.75,285.72,285.75,4700.0,10:30:00,2018-08-08
3,2018-08-08 11:00:00,285.71,285.75,285.7,285.72,3403.0,11:00:00,2018-08-08
4,2018-08-08 11:30:00,285.74,285.8,285.6,285.6,17237.0,11:30:00,2018-08-08
5,2018-08-08 12:00:00,285.73,285.73,285.38,285.38,85815.0,12:00:00,2018-08-08
6,2018-08-08 12:30:00,285.38,285.39,285.16,285.28,176563.0,12:30:00,2018-08-08
7,2018-08-08 13:00:00,285.26,285.41,285.25,285.38,77453.0,13:00:00,2018-08-08
8,2018-08-08 13:30:00,285.39,285.47,285.04,285.165,3734692.0,13:30:00,2018-08-08
9,2018-08-08 14:00:00,285.17,285.35,285.01,285.18,2486488.0,14:00:00,2018-08-08
10,2018-08-08 14:30:00,285.18,285.6,284.94,285.57,2743348.0,14:30:00,2018-08-08
11,2018-08-08 15:00:00,285.58,285.66,285.49,285.63,1815419.0,15:00:00,2018-08-08
12,2018-08-08 15:30:00,285.63,285.76,285.39,285.42,1488002.0,15:30:00,2018-08-08
13,2018-08-08 16:00:00,285.43,285.46,285.21,285.3,1136057.0,16:00:00,2018-08-08
14,2018-08-09 09:30:00,285.39,285.49,285.39,285.41,4600.0,09:30:00,2018-08-09
15,2018-08-09 10:00:00,285.44,285.7,285.41,285.7,10302.0,10:00:00,2018-08-09
16,2018-08-09 10:30:00,285.62,285.62,285.35,285.39,5000.0,10:30:00,2018-08-09
17,2018-08-09 11:00:00,285.39,285.45,285.35,285.4,17100.0,11:00:00,2018-08-09
18,2018-08-09 11:30:00,285.4,285.59,285.36,285.59,28727.0,11:30:00,2018-08-09
19,2018-08-09 12:00:00,285.38,285.58,285.2,285.58,44759.0,12:00:00,2018-08-09
20,2018-08-09 12:30:00,285.58,285.59,285.51,285.58,1037060.0,12:30:00,2018-08-09
21,2018-08-09 13:00:00,285.6,285.71,285.46,285.53,164300.0,13:00:00,2018-08-09
22,2018-08-09 13:30:00,285.53,285.67,285.32,285.5098,3384235.0,13:30:00,2018-08-09
23,2018-08-09 14:00:00,285.5,285.87,285.465,285.81,2920925.0,14:00:00,2018-08-09
24,2018-08-09 14:30:00,285.82,285.97,285.71,285.73,1970912.0,14:30:00,2018-08-09
25,2018-08-09 15:00:00,285.74,285.925,285.61,285.74,2251038.0,15:00:00,2018-08-09
26,2018-08-09 15:30:00,285.74,285.76,285.21,285.345,2321759.0,15:30:00,2018-08-09
