,open,high,low,close,volume,day,time
144,226.16,226.3,226.16,226.26,75332,2017-01-11,13:30:00
145,226.25,226.52,226.25,226.36,398612,2017-01-11,14:00:00
146,226.36,226.81,226.27,226.8,5303944,2017-01-11,14:30:00
147,226.8,226.84,226.48,226.79,4109016,2017-01-11,15:00:00
148,226.75,227.0078,226.51,226.68,4466235,2017-01-11,15:30:00
149,226.685,227.02,226.16,226.19,5212694,2017-01-11,16:00:00
150,226.37,226.47,226.37,226.45,8010,2017-01-12,09:30:00
151,226.43,226.54,226.39,226.52,3410,2017-01-12,10:00:00
152,226.49,226.52,226.41,226.41,2999,2017-01-12,10:30:00
153,226.44,226.52,226.41,226.52,2204,2017-01-12,11:00:00
154,226.51,226.58,226.49,226.51,94583,2017-01-12,11:30:00
155,226.48,226.52,226.41,226.41,63744,2017-01-12,12:00:00
156,226.44,226.63,226.44,226.61,55219,2017-01-12,12:30:00
157,226.58,226.66,226.45,226.53,203347,2017-01-12,13:00:00
158,226.54,226.66,226.5,226.56,118698,2017-01-12,13:30:00
159,226.6,226.65,226.41,226.51,300643,2017-01-12,14:00:00
160,226.5,226.58,225.87,226.02,8793360,2017-01-12,14:30:00
161,226.01,226.06,225.18,225.48,8839756,2017-01-12,15:00:00
162,225.48,226.5,225.17,225.25,5153332,2017-01-12,15:30:00
163,225.24,225.49,224.955,225.46,5492023,2017-01-12,16:00:00
177,226.47,226.47,226.4,226.4,384,2017-01-17,09:30:00
178,226.35,226.37,226.19,226.31,2810,2017-01-17,10:00:00
179,226.25,226.28,226.0,226.01,15306,2017-01-17,10:30:00
180,226.08,226.1,225.98,226.09,16142,2017-01-17,11:00:00
181,226.1,226.25,225.82,226.16,36688,2017-01-17,11:30:00
182,226.18,226.55,226.17,226.52,36122,2017-01-17,12:00:00
183,226.46,226.69,226.4,226.65,110321,2017-01-17,12:30:00
184,226.66,226.68,226.19,226.5,307386,2017-01-17,13:00:00
185,226.46,226.63,226.38,226.52,133306,2017-01-17,13:30:00
186,226.51,226.52,226.26,226.32,621712,2017-01-17,14:00:00
187,226.31,226.52,226.07,226.17,6792371,2017-01-17,14:30:00
188,226.17,226.78,226.07,226.585,4043369,2017-01-17,15:00:00
189,226.5503,226.74,226.06,226.715,2811923,2017-01-17,15:30:00
190,226.72,226.73,226.29,226.46,2539777,2017-01-17,16:00:00
191,226.6,226.6,226.55,226.55,10205,2017-01-18,09:30:00
192,226.58,226.6,226.5,226.6,7331,2017-01-18,10:00:00
193,226.52,226.64,226.52,226.64,2207,2017-01-18,10:30:00
194,226.6,226.6,226.47,226.48,1705,2017-01-18,11:00:00
195,226.42,226.48,226.37,226.4,32166,2017-01-18,11:30:00
196,226.34,226.4,226.34,226.37,40808,2017-01-18,12:00:00
197,226.41,226.63,226.35,226.63,61284,2017-01-18,12:30:00
198,226.34,226.86,226.31,226.84,337561,2017-01-18,13:00:00
199,226.82,226.82,226.7,226.71,97852,2017-01-18,13:30:00
200,226.7,226.71,226.51,226.51,391539,2017-01-18,14:00:00
201,226.54,226.57,225.9,226.43,7859276,2017-01-18,14:30:00
202,226.43,226.65,226.36,226.49,4410325,2017-01-18,15:00:00
203,226.49,226.64,226.25,226.46,3142730,2017-01-18,15:30:00
204,226.4639,226.58,226.38,226.54,2567100,2017-01-18,16:00:00
205,226.39,226.41,226.39,226.41,801,2017-01-19,09:30:00
206,226.33,226.33,226.25,226.27,1567,2017-01-19,10:00:00
207,226.32,226.36,226.32,226.36,3750,2017-01-19,10:30:00
208,226.35,226.56,226.35,226.56,26295,2017-01-19,11:00:00
209,226.56,226.56,226.53,226.53,2963,2017-01-19,11:30:00
210,226.58,226.59,226.55,226.56,31564,2017-01-19,12:00:00
211,226.52,226.58,226.45,226.52,31236,2017-01-19,12:30:00
212,226.51,226.75,226.44,226.5,111065,2017-01-19,13:00:00
213,226.51,226.73,226.5,226.65,254699,2017-01-19,13:30:00
214,226.65,226.85,226.61,226.83,361179,2017-01-19,14:00:00
215,226.84,227.0,226.66,226.79,4861888,2017-01-19,14:30:00
216,226.78,226.79,226.3035,226.55,4138555,2017-01-19,15:00:00
217,226.55,226.83,226.37,226.43,2582390,2017-01-19,15:30:00
218,226.42,226.54,226.06,226.46,4590811,2017-01-19,16:00:00
219,226.59,226.62,226.53,226.59,7419,2017-01-20,09:30:00
220,226.56,226.69,226.56,226.62,12728,2017-01-20,10:00:00
221,226.59,226.61,226.59,226.59,5401,2017-01-20,10:30:00
222,226.57,226.78,226.57,226.73,99156,2017-01-20,11:00:00
223,226.74,226.82,226.47,226.47,104810,2017-01-20,11:30:00
224,226.47,226.61,226.46,226.57,100003,2017-01-20,12:00:00
225,226.6,226.66,226.59,226.62,33009,2017-01-20,12:30:00
226,226.62,226.69,226.46,226.675,114566,2017-01-20,13:00:00
227,226.68,226.8,226.65,226.68,372113,2017-01-20,13:30:00
228,226.7,226.77,226.35,226.69,1910150,2017-01-20,14:00:00
229,226.69,227.31,226.67,227.105,10922286,2017-01-20,14:30:00
230,227.105,227.17,226.82,226.905,11001889,2017-01-20,15:00:00
231,226.91,227.02,226.84,226.99,7065776,2017-01-20,15:30:00
232,226.985,227.11,225.9719,226.82,13663604,2017-01-20,16:00:00
233,226.28,226.35,226.28,226.31,1730,2017-01-23,09:30:00
234,226.33,226.34,226.27,226.3,3101,2017-01-23,10:00:00
235,226.3,226.3,226.25,226.26,3005,2017-01-23,10:30:00
236,226.24,226.41,226.23,226.38,6404,2017-01-23,11:00:00
237,226.37,226.37,226.23,226.23,56705,2017-01-23,11:30:00
238,226.25,226.33,226.23,226.3,30854,2017-01-23,12:00:00
239,226.3,226.32,226.13,226.2,73320,2017-01-23,12:30:00
240,226.2,226.41,226.15,226.2,149516,2017-01-23,13:00:00
241,226.2,226.33,226.15,226.33,243520,2017-01-23,13:30:00
242,226.33,226.53,226.21,226.35,631599,2017-01-23,14:00:00
243,226.35,226.805,226.22,226.38,6195043,2017-01-23,14:30:00
244,226.38,226.49,225.91,225.92,5520245,2017-01-23,15:00:00
245,225.92,225.94,225.6,225.75,4933332,2017-01-23,15:30:00
246,225.75,225.93,225.53,225.74,4179079,2017-01-23,16:00:00
247,226.16,226.36,226.16,226.29,13401,2017-01-24,09:30:00
248,226.36,226.49,226.36,226.36,5300,2017-01-24,10:00:00
249,226.44,226.44,226.44,226.44,300,2017-01-24,10:30:00
250,226.34,226.34,226.25,226.3,5021,2017-01-24,11:00:00
251,226.31,226.31,226.2,226.25,2504,2017-01-24,11:30:00
252,226.26,226.26,226.21,226.21,11927,2017-01-24,12:00:00
253,226.24,226.25,226.2,226.25,4348,2017-01-24,12:30:00
254,226.21,226.29,226.2,226.22,84218,2017-01-24,13:00:00
255,226.21,226.46,226.21,226.45,96121,2017-01-24,13:30:00
256,226.41,226.47,226.37,226.42,326129,2017-01-24,14:00:00
257,226.4,226.58,226.28,226.445,4941633,2017-01-24,14:30:00
258,226.45,226.65,226.27,226.48,3275257,2017-01-24,15:00:00
259,226.48,226.63,226.42,226.579,2154703,2017-01-24,15:30:00
260,226.575,226.83,226.52,226.72,3840144,2017-01-24,16:00:00
261,228.21,228.22,228.16,228.2,10525,2017-01-25,09:30:00
262,228.03,228.05,228.0,228.0,6900,2017-01-25,10:00:00
263,228.19,228.19,228.13,228.14,17102,2017-01-25,10:30:00
264,228.17,228.17,228.13,228.14,5600,2017-01-25,11:00:00
265,228.16,228.16,228.07,228.07,92502,2017-01-25,11:30:00
266,228.07,228.21,228.06,228.2,113283,2017-01-25,12:00:00
267,228.21,228.42,228.18,228.37,232355,2017-01-25,12:30:00
268,228.37,228.41,228.06,228.33,235975,2017-01-25,13:00:00
269,228.32,228.54,227.6,228.45,404582,2017-01-25,13:30:00
270,228.44,228.7,228.42,228.68,506570,2017-01-25,14:00:00
271,228.7,228.91,228.51,228.91,7734162,2017-01-25,14:30:00
272,228.91,229.06,228.82,228.8236,4790505,2017-01-25,15:00:00
273,228.82,229.17,228.7,229.1057,3750149,2017-01-25,15:30:00
274,229.109,229.33,229.06,229.14,4180136,2017-01-25,16:00:00
275,229.73,229.78,229.73,229.78,1286,2017-01-26,09:30:00
276,229.74,229.74,229.67,229.67,4800,2017-01-26,10:00:00
277,229.66,229.69,229.64,229.69,1000,2017-01-26,10:30:00
278,229.68,229.68,229.55,229.55,1751,2017-01-26,11:00:00
279,229.58,229.58,229.47,229.55,2906,2017-01-26,11:30:00
280,229.6,229.6,229.52,229.57,24410,2017-01-26,12:00:00
281,229.57,229.59,229.43,229.44,102519,2017-01-26,12:30:00
282,229.52,229.58,229.32,229.37,254144,2017-01-26,13:00:00
283,229.39,229.57,229.37,229.52,203199,2017-01-26,13:30:00
284,229.5,229.57,229.34,229.39,326081,2017-01-26,14:00:00
285,229.4,229.66,229.24,229.56,5365557,2017-01-26,14:30:00
286,229.555,229.71,229.33,229.375,5541812,2017-01-26,15:00:00
287,229.37,229.7,229.3,229.39,2439039,2017-01-26,15:30:00
288,229.39,229.54,229.26,229.4,2868216,2017-01-26,16:00:00
289,229.46,229.46,229.28,229.28,806,2017-01-27,09:30:00
290,229.27,229.29,229.18,229.28,2259,2017-01-27,10:00:00
291,229.33,229.38,229.33,229.34,4803,2017-01-27,10:30:00
292,229.38,229.46,229.34,229.41,4013,2017-01-27,11:00:00
293,229.44,229.44,229.32,229.36,1202,2017-01-27,11:30:00
294,229.34,229.46,229.27,229.39,48618,2017-01-27,12:00:00
295,229.39,229.55,229.39,229.53,46128,2017-01-27,12:30:00
296,229.52,229.58,229.31,229.58,75797,2017-01-27,13:00:00
297,229.54,229.55,229.39,229.48,104828,2017-01-27,13:30:00
298,229.45,229.52,229.35,229.42,500734,2017-01-27,14:00:00
299,229.42,229.59,228.9,229.0347,4926723,2017-01-27,14:30:00
300,229.03,229.13,228.88,228.95,3834872,2017-01-27,15:00:00
301,228.95,229.12,228.79,228.84,2642145,2017-01-27,15:30:00
302,228.849,229.1,228.835,229.01,4474374,2017-01-27,16:00:00
303,228.43,228.43,228.31,228.36,3603,2017-01-30,09:30:00
304,228.35,228.38,228.31,228.38,5391,2017-01-30,10:00:00
305,228.4,228.4,228.31,228.31,3410,2017-01-30,10:30:00
306,228.35,228.4,228.31,228.39,8251,2017-01-30,11:00:00
307,228.37,228.4,228.31,228.31,9252,2017-01-30,11:30:00
308,228.32,228.4,228.31,228.4,14486,2017-01-30,12:00:00
309,228.4,228.4,228.21,228.33,61402,2017-01-30,12:30:00
310,228.31,228.38,228.05,228.08,233126,2017-01-30,13:00:00
311,228.08,228.22,228.01,228.19,142173,2017-01-30,13:30:00
312,228.18,228.24,228.12,228.17,361698,2017-01-30,14:00:00
313,228.17,228.2,227.02,227.31,12328723,2017-01-30,14:30:00
314,227.3,227.38,226.7,226.96,7810613,2017-01-30,15:00:00
315,226.97,226.99,226.41,226.591,5135560,2017-01-30,15:30:00
316,226.595,227.05,226.53,226.78,5047552,2017-01-30,16:00:00
317,227.5,227.55,227.5,227.5,1029,2017-01-31,09:30:00
318,227.47,227.47,227.25,227.25,1207,2017-01-31,10:00:00
319,227.23,227.3,227.13,227.3,13170,2017-01-31,10:30:00
320,227.34,227.46,227.34,227.45,6804,2017-01-31,11:00:00
321,227.45,227.45,227.29,227.34,23895,2017-01-31,11:30:00
322,227.37,227.42,227.33,227.4,7316,2017-01-31,12:00:00
323,227.37,227.37,227.0,227.0,155362,2017-01-31,12:30:00
324,227.04,227.41,227.02,227.22,172664,2017-01-31,13:00:00
325,227.24,227.38,227.05,227.14,375913,2017-01-31,13:30:00
326,227.2,227.23,226.95,226.98,766153,2017-01-31,14:00:00
327,226.97,227.31,226.77,226.89,7276845,2017-01-31,14:30:00
328,226.89,227.02,226.51,226.75,7356349,2017-01-31,15:00:00
329,226.75,227.05,226.515,226.615,4222104,2017-01-31,15:30:00
330,226.62,226.88,226.555,226.56,3460916,2017-01-31,16:00:00
331,228.0,228.08,227.96,228.08,5218,2017-02-01,09:30:00
332,228.06,228.15,228.02,228.15,13260,2017-02-01,10:00:00
333,228.14,228.14,228.0,228.06,3604,2017-02-01,10:30:00
334,228.02,228.08,228.02,228.05,6301,2017-02-01,11:00:00
335,228.04,228.04,227.94,227.96,13787,2017-02-01,11:30:00
336,228.02,228.09,227.99,228.03,50587,2017-02-01,12:00:00
337,228.03,228.11,228.0,228.1,79096,2017-02-01,12:30:00
338,228.09,228.26,227.97,228.19,222990,2017-02-01,13:00:00
339,228.21,228.28,227.53,228.15,314618,2017-02-01,13:30:00
340,228.18,228.33,228.1,228.27,408985,2017-02-01,14:00:00
341,228.25,228.59,228.17,228.18,6776194,2017-02-01,14:30:00
342,228.19,228.35,227.745,227.85,5155320,2017-02-01,15:00:00
343,227.85,227.9,227.15,227.25,6588397,2017-02-01,15:30:00
344,227.26,227.53,227.15,227.24,4465081,2017-02-01,16:00:00
345,226.82,226.83,226.75,226.83,3916,2017-02-02,09:30:00
346,226.77,226.83,226.68,226.81,62943,2017-02-02,10:00:00
347,226.85,226.91,226.85,226.89,9608,2017-02-02,10:30:00
348,226.93,227.09,226.9,227.01,4435,2017-02-02,11:00:00
349,226.97,227.05,226.95,227.02,1502,2017-02-02,11:30:00
350,227.0,227.08,226.94,227.01,32285,2017-02-02,12:00:00
351,227.02,227.26,227.02,227.15,67361,2017-02-02,12:30:00
352,227.16,227.18,226.839,227.02,139898,2017-02-02,13:00:00
353,227.02,227.16,226.88,226.98,221611,2017-02-02,13:30:00
354,226.95,227.23,226.95,227.22,548838,2017-02-02,14:00:00
355,227.2,227.43,226.82,227.42,9357350,2017-02-02,14:30:00
356,227.41,227.61,227.24,227.41,6939677,2017-02-02,15:00:00
357,227.41,228.01,227.3,227.99,4902967,2017-02-02,15:30:00
358,227.99,228.1,227.78,227.8,3374146,2017-02-02,16:00:00
359,227.93,227.95,227.92,227.95,1400,2017-02-03,09:30:00
360,227.97,227.97,227.86,227.86,400,2017-02-03,10:00:00
361,227.89,227.9,227.84,227.84,1400,2017-02-03,10:30:00
362,227.84,228.13,227.84,228.08,5627,2017-02-03,11:00:00
363,228.09,228.1,228.02,228.02,21605,2017-02-03,11:30:00
364,228.01,228.1,228.01,228.01,37629,2017-02-03,12:00:00
365,228.0,228.04,227.96,228.01,54801,2017-02-03,12:30:00
366,228.05,228.12,227.95,228.04,199130,2017-02-03,13:00:00
367,227.95,228.75,227.95,228.68,1802380,2017-02-03,13:30:00
368,228.68,228.83,228.57,228.8,628270,2017-02-03,14:00:00
369,228.81,228.86,228.46,228.69,8538632,2017-02-03,14:30:00
370,228.7,229.3,228.67,229.105,7655824,2017-02-03,15:00:00
371,229.1,229.4,228.99,229.25,5807227,2017-02-03,15:30:00
372,229.26,229.52,229.12,229.27,4896044,2017-02-03,16:00:00
373,229.44,229.46,229.39,229.46,7122,2017-02-06,09:30:00
374,229.49,229.54,229.49,229.54,800,2017-02-06,10:00:00
375,229.51,229.54,229.49,229.49,5750,2017-02-06,10:30:00
376,229.49,229.51,229.26,229.26,5550,2017-02-06,11:00:00
377,229.25,229.27,229.22,229.24,12700,2017-02-06,11:30:00
378,229.24,229.27,229.15,229.17,35675,2017-02-06,12:00:00
379,229.17,229.2,228.98,228.98,22503,2017-02-06,12:30:00
380,228.95,229.28,228.77,228.88,240045,2017-02-06,13:00:00
381,228.85,229.042,228.58,228.81,290692,2017-02-06,13:30:00
382,228.82,228.975,228.82,228.86,224226,2017-02-06,14:00:00
383,228.87,229.255,228.82,229.14,6389567,2017-02-06,14:30:00
384,229.14,229.326,229.03,229.22,3585465,2017-02-06,15:00:00
385,229.22,229.23,228.915,228.93,3326326,2017-02-06,15:30:00
386,228.925,229.26,228.89,229.194,2498679,2017-02-06,16:00:00
387,228.98,229.26,228.98,229.22,4500,2017-02-07,09:30:00
388,229.2,229.28,229.16,229.16,13260,2017-02-07,10:00:00
389,229.16,229.18,229.15,229.15,3500,2017-02-07,10:30:00
390,229.2,229.46,229.2,229.41,22710,2017-02-07,11:00:00
391,229.41,229.55,229.41,229.49,44014,2017-02-07,11:30:00
392,229.5,229.51,229.4,229.46,28580,2017-02-07,12:00:00
393,229.49,229.56,229.37,229.4,44820,2017-02-07,12:30:00
394,229.46,229.55,229.31,229.39,167196,2017-02-07,13:00:00
395,229.39,229.4,229.31,229.34,105164,2017-02-07,13:30:00
396,229.34,229.43,229.32,229.39,296766,2017-02-07,14:00:00
397,229.38,229.6556,229.2,229.47,4931246,2017-02-07,14:30:00
398,229.47,229.62,229.39,229.48,3942245,2017-02-07,15:00:00
399,229.475,229.57,229.36,229.5,3275925,2017-02-07,15:30:00
400,229.495,229.62,229.08,229.15,6154781,2017-02-07,16:00:00
401,229.0,229.26,229.0,229.26,5500,2017-02-08,09:30:00
402,229.28,229.28,229.2,229.24,9800,2017-02-08,10:00:00
403,229.17,229.2,229.06,229.08,3300,2017-02-08,10:30:00
404,229.13,229.13,229.13,229.13,1500,2017-02-08,11:00:00
405,229.15,229.15,229.02,229.02,5000,2017-02-08,11:30:00
406,229.04,229.13,229.01,229.01,61381,2017-02-08,12:00:00
407,229.02,229.02,228.72,228.72,183700,2017-02-08,12:30:00
408,228.75,229.05,228.68,228.69,141133,2017-02-08,13:00:00
409,228.71,228.77,228.58,228.75,140193,2017-02-08,13:30:00
410,228.75,228.75,228.51,228.6,489100,2017-02-08,14:00:00
411,228.61,228.68,228.31,228.55,5452500,2017-02-08,14:30:00
412,228.5501,228.84,228.47,228.7,3719375,2017-02-08,15:00:00
413,228.69,229.07,228.53,228.97,5241609,2017-02-08,15:30:00
414,228.99,229.24,228.96,229.09,4078227,2017-02-08,16:00:00
415,229.26,229.26,229.26,229.26,500,2017-02-09,09:30:00
416,229.24,229.28,229.24,229.28,430,2017-02-09,10:00:00
417,229.35,229.35,229.23,229.23,3700,2017-02-09,10:30:00
418,229.39,229.8,229.39,229.77,28295,2017-02-09,11:00:00
419,229.77,229.8,229.7,229.73,89425,2017-02-09,11:30:00
420,229.7,229.73,229.64,229.64,43326,2017-02-09,12:00:00
421,229.64,229.67,229.5,229.62,81227,2017-02-09,12:30:00
422,229.68,229.68,229.43,229.5,86998,2017-02-09,13:00:00
423,229.5,229.51,229.37,229.45,231876,2017-02-09,13:30:00
424,229.45,229.55,229.43,229.55,264856,2017-02-09,14:00:00
425,229.56,229.81,229.52,229.7601,5376002,2017-02-09,14:30:00
426,229.77,230.2,229.73,230.18,5584047,2017-02-09,15:00:00
427,230.17,230.53,230.11,230.49,6237444,2017-02-09,15:30:00
428,230.49,230.79,230.4,230.735,3501516,2017-02-09,16:00:00
442,231.72,231.74,231.72,231.74,360,2017-02-13,09:30:00
443,231.7,231.7,231.67,231.67,860,2017-02-13,10:00:00
444,231.74,231.77,231.68,231.68,2283,2017-02-13,10:30:00
445,231.72,231.75,231.72,231.75,2745,2017-02-13,11:00:00
446,231.76,231.79,231.74,231.78,3559,2017-02-13,11:30:00
447,231.78,231.89,231.78,231.89,23184,2017-02-13,12:00:00
448,231.9,231.95,231.8,231.89,61353,2017-02-13,12:30:00
449,231.85,232.06,231.78,232.01,231172,2017-02-13,13:00:00
450,232.04,232.04,231.9,232.01,155078,2017-02-13,13:30:00
451,232.0,232.16,231.94,232.08,513849,2017-02-13,14:00:00
452,232.08,232.45,232.05,232.291,6616723,2017-02-13,14:30:00
453,232.2905,232.5,232.28,232.45,3850891,2017-02-13,15:00:00
454,232.45,232.51,232.3,232.49,3080656,2017-02-13,15:30:00
455,232.49,232.64,232.33,232.57,2529717,2017-02-13,16:00:00
456,232.59,232.64,232.57,232.64,7050,2017-02-14,09:30:00
457,232.59,232.59,232.59,232.59,1001,2017-02-14,10:00:00
458,232.6,232.6,232.59,232.59,302,2017-02-14,10:30:00
459,232.77,232.79,232.66,232.69,2988,2017-02-14,11:00:00
460,232.64,232.8,232.64,232.8,3803,2017-02-14,11:30:00
461,232.76,232.81,232.75,232.81,38254,2017-02-14,12:00:00
462,232.77,232.83,232.76,232.77,26804,2017-02-14,12:30:00
463,232.79,232.92,232.5,232.91,138086,2017-02-14,13:00:00
464,232.9,232.92,232.68,232.71,114662,2017-02-14,13:30:00
465,232.71,232.74,232.52,232.52,428934,2017-02-14,14:00:00
466,232.56,232.79,232.4,232.47,5642546,2017-02-14,14:30:00
467,232.47,232.66,232.24,232.46,5611983,2017-02-14,15:00:00
468,232.46,232.55,232.17,232.49,3888510,2017-02-14,15:30:00
469,232.49,232.66,232.16,232.62,4371357,2017-02-14,16:00:00
483,234.97,234.97,234.87,234.89,2900,2017-02-16,09:30:00
