,Timestamp,Open,High,Low,Close,Volume,time,day
0,2019-08-01 09:30:00,298.18,298.38,298.08,298.32,9160.0,09:30:00,2019-08-01
1,2019-08-01 10:00:00,298.31,298.33,298.23,298.23,6190.0,10:00:00,2019-08-01
2,2019-08-01 10:30:00,298.34,298.37,298.08,298.11,13090.0,10:30:00,2019-08-01
3,2019-08-01 11:00:00,298.05,298.17,297.89,298.03,108056.0,11:00:00,2019-08-01
4,2019-08-01 11:30:00,298.03,298.29,297.8,297.93,109065.0,11:30:00,2019-08-01
5,2019-08-01 12:00:00,297.913,298.26,297.3,297.6,329815.0,12:00:00,2019-08-01
6,2019-08-01 12:30:00,297.6,297.83,297.59,297.78,181788.0,12:30:00,2019-08-01
7,2019-08-01 13:00:00,297.75,297.8,297.27,297.6,432581.0,13:00:00,2019-08-01
8,2019-08-01 13:30:00,297.6,298.81,297.48,298.66,8019717.0,13:30:00,2019-08-01
9,2019-08-01 14:00:00,298.66,299.685,298.34,299.68,5471984.0,14:00:00,2019-08-01
10,2019-08-01 14:30:00,299.67,300.28,299.54,300.24,5057908.0,14:30:00,2019-08-01
11,2019-08-01 15:00:00,300.24,300.75,299.98,300.72,5843417.0,15:00:00,2019-08-01
12,2019-08-01 15:30:00,300.73,300.87,300.41,300.42,2853829.0,15:30:00,2019-08-01
13,2019-08-01 16:00:00,300.42,300.495,300.07,300.22,2972875.0,16:00:00,2019-08-01
14,2019-08-02 09:30:00,293.5,293.6,293.39,293.49,8579.0,09:30:00,2019-08-02
15,2019-08-02 10:00:00,293.52,294.09,293.52,293.96,36492.0,10:00:00,2019-08-02
16,2019-08-02 10:30:00,293.96,294.19,293.74,293.96,27639.0,10:30:00,2019-08-02
17,2019-08-02 11:00:00,294.0,294.0,293.6,293.69,57025.0,11:00:00,2019-08-02
18,2019-08-02 11:30:00,293.69,293.85,293.54,293.68,325529.0,11:30:00,2019-08-02
19,2019-08-02 12:00:00,294.525,294.84,293.2,293.96,628299.0,12:00:00,2019-08-02
20,2019-08-02 12:30:00,293.82,293.94,292.9,293.91,988416.0,12:30:00,2019-08-02
21,2019-08-02 13:00:00,293.92,295.6,293.71,293.87,2320287.0,13:00:00,2019-08-02
22,2019-08-02 13:30:00,293.85,294.12,292.7,292.95,11043089.0,13:30:00,2019-08-02
23,2019-08-02 14:00:00,292.93,293.32,291.92,292.43,9707178.0,14:00:00,2019-08-02
24,2019-08-02 14:30:00,292.42,292.44,290.97,291.02,7782091.0,14:30:00,2019-08-02
25,2019-08-02 15:00:00,291.02,292.46,290.9,291.81,7344593.0,15:00:00,2019-08-02
26,2019-08-02 15:30:00,291.81,292.14,291.22,292.02,5616705.0,15:30:00,2019-08-02
27,2019-08-02 16:00:00,292.02,292.89,291.83,292.83,5011096.0,16:00:00,2019-08-02
28,2019-08-05 09:30:00,289.08,289.75,289.08,289.5,69825.0,09:30:00,2019-08-05
29,2019-08-05 10:00:00,289.5,289.66,289.0,289.05,85034.0,10:00:00,2019-08-05
30,2019-08-05 10:30:00,289.04,289.1,288.85,288.93,75490.0,10:30:00,2019-08-05
31,2019-08-05 11:00:00,288.93,288.98,288.24,288.29,315271.0,11:00:00,2019-08-05
32,2019-08-05 11:30:00,288.3,289.19,288.3,289.01,390947.0,11:30:00,2019-08-05
33,2019-08-05 12:00:00,289.04,292.62,288.28,288.69,528606.0,12:00:00,2019-08-05
34,2019-08-05 12:30:00,288.66,288.74,288.14,288.23,992070.0,12:30:00,2019-08-05
35,2019-08-05 13:00:00,288.23,288.43,287.97,288.07,972217.0,13:00:00,2019-08-05
36,2019-08-05 13:30:00,288.09,288.21,286.71,287.302,16704900.0,13:30:00,2019-08-05
37,2019-08-05 14:00:00,287.29,287.42,286.36,286.67,10022956.0,14:00:00,2019-08-05
38,2019-08-05 14:30:00,286.65,286.83,285.73,286.41,9001555.0,14:30:00,2019-08-05
39,2019-08-05 15:00:00,286.42,287.34,286.25,286.6,8567836.0,15:00:00,2019-08-05
40,2019-08-05 15:30:00,286.59,286.68,286.07,286.1,6968901.0,15:30:00,2019-08-05
41,2019-08-05 16:00:00,286.1,286.32,285.38,285.47,6673912.0,16:00:00,2019-08-05
42,2019-08-06 09:30:00,285.36,285.78,285.24,285.4,113196.0,09:30:00,2019-08-06
43,2019-08-06 10:00:00,285.24,285.24,284.9,285.07,164074.0,10:00:00,2019-08-06
44,2019-08-06 10:30:00,285.05,285.42,284.92,285.09,123442.0,10:30:00,2019-08-06
45,2019-08-06 11:00:00,285.11,285.5,284.87,285.5,474918.0,11:00:00,2019-08-06
46,2019-08-06 11:30:00,285.46,286.15,285.31,285.43,304599.0,11:30:00,2019-08-06
47,2019-08-06 12:00:00,281.09,286.06,279.3075,285.02,1239289.0,12:00:00,2019-08-06
48,2019-08-06 12:30:00,285.01,285.5,284.91,285.05,841232.0,12:30:00,2019-08-06
49,2019-08-06 13:00:00,285.05,285.95,283.75,285.91,1614002.0,13:00:00,2019-08-06
50,2019-08-06 13:30:00,285.91,286.93,285.61,286.14,13633038.0,13:30:00,2019-08-06
51,2019-08-06 14:00:00,286.145,286.75,284.7,285.37,10118249.0,14:00:00,2019-08-06
52,2019-08-06 14:30:00,285.37,286.46,285.19,285.68,5956683.0,14:30:00,2019-08-06
53,2019-08-06 15:00:00,285.7,285.76,284.28,285.06,9675226.0,15:00:00,2019-08-06
54,2019-08-06 15:30:00,285.07,285.58,284.3,285.53,5582021.0,15:30:00,2019-08-06
55,2019-08-06 16:00:00,285.54,285.98,284.92,284.98,5190040.0,16:00:00,2019-08-06
56,2019-08-07 09:30:00,288.2,288.63,288.03,288.43,15114.0,09:30:00,2019-08-07
57,2019-08-07 10:00:00,288.43,288.53,288.22,288.25,34956.0,10:00:00,2019-08-07
58,2019-08-07 10:30:00,288.4,288.47,287.94,287.98,38214.0,10:30:00,2019-08-07
59,2019-08-07 11:00:00,287.96,288.19,287.8,287.91,159384.0,11:00:00,2019-08-07
60,2019-08-07 11:30:00,287.91,287.94,287.27,287.32,300242.0,11:30:00,2019-08-07
61,2019-08-07 12:00:00,287.86,288.1499,285.57,286.31,931617.0,12:00:00,2019-08-07
62,2019-08-07 12:30:00,286.36,286.39,284.25,284.43,1679353.0,12:30:00,2019-08-07
63,2019-08-07 13:00:00,284.38,284.62,283.31,284.41,1676810.0,13:00:00,2019-08-07
64,2019-08-07 13:30:00,284.4,284.71,282.04,283.421,18562402.0,13:30:00,2019-08-07
65,2019-08-07 14:00:00,283.42,285.38,282.91,284.54,12041690.0,14:00:00,2019-08-07
66,2019-08-07 14:30:00,284.545,286.49,284.4,286.11,10874673.0,14:30:00,2019-08-07
67,2019-08-07 15:00:00,286.1,286.38,285.105,285.34,7211090.0,15:00:00,2019-08-07
68,2019-08-07 15:30:00,285.345,285.55,284.55,284.94,6591868.0,15:30:00,2019-08-07
69,2019-08-07 16:00:00,284.975,285.1,284.2,284.74,5801047.0,16:00:00,2019-08-07
70,2019-08-08 09:30:00,288.6,288.9,288.58,288.74,6101.0,09:30:00,2019-08-08
71,2019-08-08 10:00:00,288.87,289.1,288.87,289.07,4946.0,10:00:00,2019-08-08
72,2019-08-08 10:30:00,288.95,288.95,288.4,288.45,14107.0,10:30:00,2019-08-08
73,2019-08-08 11:00:00,288.41,288.48,288.1,288.46,120295.0,11:00:00,2019-08-08
74,2019-08-08 11:30:00,288.39,288.59,288.1,288.4,157117.0,11:30:00,2019-08-08
75,2019-08-08 12:00:00,288.41,289.14,288.1001,288.58,412420.0,12:00:00,2019-08-08
76,2019-08-08 12:30:00,288.52,289.08,288.42,289.03,350974.0,12:30:00,2019-08-08
77,2019-08-08 13:00:00,289.04,289.77,287.97,289.7,2585847.0,13:00:00,2019-08-08
78,2019-08-08 13:30:00,289.62,290.34,289.01,290.1284,8057688.0,13:30:00,2019-08-08
79,2019-08-08 14:00:00,290.15,290.71,290.07,290.6,6586031.0,14:00:00,2019-08-08
80,2019-08-08 14:30:00,290.6,291.4563,290.5957,291.31,5117996.0,14:30:00,2019-08-08
81,2019-08-08 15:00:00,291.315,291.7,290.88,291.47,4913336.0,15:00:00,2019-08-08
82,2019-08-08 15:30:00,291.4799,292.19,291.41,292.13,4204751.0,15:30:00,2019-08-08
83,2019-08-08 16:00:00,292.12,292.62,292.0,292.47,4834793.0,16:00:00,2019-08-08
84,2019-08-09 09:30:00,292.35,292.35,292.0,292.06,33677.0,09:30:00,2019-08-09
85,2019-08-09 10:00:00,292.09,292.24,291.86,291.86,8819.0,10:00:00,2019-08-09
86,2019-08-09 10:30:00,291.81,292.13,291.78,292.08,70158.0,10:30:00,2019-08-09
87,2019-08-09 11:00:00,292.11,292.11,291.55,291.6,114391.0,11:00:00,2019-08-09
88,2019-08-09 11:30:00,291.67,292.11,291.52,291.85,132826.0,11:30:00,2019-08-09
89,2019-08-09 12:00:00,291.83,292.68,291.61,292.23,194216.0,12:00:00,2019-08-09
90,2019-08-09 12:30:00,292.18,293.62,291.9,292.28,246592.0,12:30:00,2019-08-09
91,2019-08-09 13:00:00,292.21,292.62,292.21,292.56,324782.0,13:00:00,2019-08-09
92,2019-08-09 13:30:00,292.58,293.24,291.765,292.0,8602873.0,13:30:00,2019-08-09
93,2019-08-09 14:00:00,292.0,292.3765,291.02,291.02,8120779.0,14:00:00,2019-08-09
94,2019-08-09 14:30:00,291.01,291.55,290.48,291.34,6073470.0,14:30:00,2019-08-09
95,2019-08-09 15:00:00,291.35,291.49,289.86,289.87,4595081.0,15:00:00,2019-08-09
96,2019-08-09 15:30:00,289.87,290.59,289.65,289.9268,5053352.0,15:30:00,2019-08-09
97,2019-08-09 16:00:00,289.93,290.4,289.7,289.987,2917376.0,16:00:00,2019-08-09
98,2019-08-12 09:30:00,290.64,290.67,290.13,290.3,18502.0,09:30:00,2019-08-12
99,2019-08-12 10:00:00,290.28,290.33,289.86,289.95,11840.0,10:00:00,2019-08-12
