,rsi,macd,willr,obv,proc,stoch_k,trend,strikes,prob,start_date,window,close_price,actual
9865,0.1956521739130435,0.11594202898550725,0.35507246376811596,0.2536231884057971,0.5,0.6231884057971014,1.0,376.97,0.890285,2022-06-14 09:30:00,5,374.3900146484375,0
9866,0.1956521739130435,0.14492753623188406,0.35507246376811596,0.2536231884057971,0.5,0.5652173913043478,1.0,375.77,0.77997875,2022-06-14 10:00:00,5,374.3900146484375,0
9867,0.5289855072463768,0.15942028985507248,0.6231884057971016,0.1811594202898551,0.5289855072463768,0.4782608695652174,1.0,376.82,0.8944499,2022-06-14 10:30:00,5,374.3900146484375,0
9868,0.5289855072463768,0.18840579710144928,0.6231884057971016,0.1811594202898551,0.5289855072463768,0.5507246376811594,1.0,376.58,0.8546313,2022-06-14 11:00:00,5,374.3900146484375,0
9869,0.5072463768115942,0.21739130434782608,0.6231884057971016,0.1811594202898551,0.818840579710145,0.6376811594202895,1.0,375.49,0.75247145,2022-06-14 11:30:00,5,374.3900146484375,0
9870,0.4927536231884058,0.2318840579710145,0.7391304347826088,0.1811594202898551,0.818840579710145,0.6521739130434783,1.0,376.18,0.9195464,2022-06-14 12:00:00,5,374.3900146484375,0
9871,0.5507246376811594,0.2608695652173913,0.7536231884057911,0.2246376811594203,0.8478260869565217,0.7101449275362319,1.0,377.05,0.752044,2022-06-14 12:30:00,5,374.3900146484375,0
9872,0.5652173913043478,0.2898550724637681,0.7681159420289855,0.2246376811594203,0.8478260869565217,0.7246376811594203,1.0,376.84,0.79358834,2022-06-14 13:00:00,5,374.3900146484375,0
9873,0.9130434782608672,0.30434782608695654,0.9130434782608692,0.8840579710144928,0.8695652173913043,0.8115942028985508,1.0,377.42,0.6629621,2022-06-14 13:30:00,5,374.3900146484375,0
9874,0.782608695652174,0.3333333333333334,0.07246376811594203,0.855072463768116,0.6666666666666667,0.7681159420289855,1.0,374.1302,0.9800976,2022-06-14 14:00:00,5,374.3900146484375,1
9875,0.7681159420289855,0.36231884057971014,0.7028985507246377,0.2971014492753623,0.7898550724637681,0.7536231884057893,1.0,375.16,0.84689164,2022-06-14 14:30:00,5,374.3900146484375,0
9876,0.7536231884057971,0.391304347826087,0.7028985507246377,0.2971014492753623,0.7898550724637681,0.5362318840579711,1.0,374.13,0.74961084,2022-06-14 15:00:00,5,374.3900146484375,1
9877,0.7318840579710145,0.4057971014492754,0.7028985507246377,0.2971014492753623,0.7028985507246377,0.6811594202898551,1.0,374.9599,0.73553455,2022-06-14 15:30:00,5,374.3900146484375,0
9878,0.7318840579710145,0.43478260869565216,0.7028985507246377,0.2971014492753623,0.7028985507246377,0.6739130434782609,1.0,373.58,0.715798,2022-06-14 16:00:00,5,374.3900146484375,1
9879,0.8115942028985508,0.4492753623188406,0.8260869565217391,0.38405797101449274,0.7608695652173914,0.7391304347826088,1.0,376.0,0.8098232,2022-06-15 09:30:00,5,378.05999755859375,1
9880,0.8115942028985508,0.4782608695652174,0.8260869565217391,0.38405797101449274,0.7608695652173914,0.7971014492753623,1.0,375.19,0.8116984,2022-06-15 10:00:00,5,378.05999755859375,1
9881,0.8623188405797102,0.5072463768115942,0.8260869565217391,0.38405797101449274,0.7318840579710145,0.8405797101449275,1.0,375.32,0.9573548,2022-06-15 10:30:00,5,378.05999755859375,1
9882,0.8623188405797102,0.5217391304347826,0.8260869565217391,0.38405797101449274,0.7318840579710145,0.8405797101449275,1.0,376.63,0.9573548,2022-06-15 11:00:00,5,378.05999755859375,1
9883,0.8623188405797102,0.5507246376811594,0.8260869565217391,0.38405797101449274,0.6811594202898551,0.8405797101449275,1.0,377.37,0.93955773,2022-06-15 11:30:00,5,378.05999755859375,1
9884,0.8623188405797102,0.5652173913043478,0.8840579710144927,0.38405797101449274,0.8840579710144928,0.8695652173913043,1.0,376.5,0.97731334,2022-06-15 12:00:00,5,378.05999755859375,1
9885,0.8115942028985508,0.5942028985507246,0.8840579710144927,0.38405797101449274,0.8985507246376812,0.8840579710144928,1.0,377.5,0.943048,2022-06-15 12:30:00,5,378.05999755859375,1
9886,0.8985507246376812,0.6086956521739131,0.8840579710144927,0.38405797101449274,0.8985507246376812,0.8985507246376812,1.0,377.34,0.9791596,2022-06-15 13:00:00,5,378.05999755859375,1
9887,0.9710144927536233,0.6376811594202898,1.0,0.8188405797101449,1.0,0.927536231884058,1.0,378.6,0.71891594,2022-06-15 13:30:00,5,378.05999755859375,0
9888,0.9710144927536233,0.6956521739130435,1.0,0.8188405797101449,1.0,0.9420289855072463,1.0,378.53,0.829278,2022-06-15 14:00:00,5,378.05999755859375,0
9889,0.9710144927536233,0.782608695652174,1.0,0.8188405797101449,0.963768115942029,1.0,1.0,377.2299,0.723518,2022-06-15 14:30:00,5,378.05999755859375,1
9890,1.0,0.8405797101449275,1.0,0.8188405797101449,0.963768115942029,1.0,1.0,376.681,0.9358958,2022-06-15 15:00:00,5,378.05999755859375,1
9891,0.9347826086956521,0.8985507246376812,0.9420289855072463,0.7753623188405797,0.9347826086956521,0.9710144927536232,1.0,377.405,0.6448531,2022-06-15 15:30:00,5,378.05999755859375,1
9892,0.9347826086956521,0.927536231884058,0.927536231884058,0.7753623188405797,0.9347826086956521,0.9565217391304348,0.0,378.02,0.5132585,2022-06-15 16:00:00,5,378.05999755859375,0
9893,0.7028985507246377,0.9565217391304348,0.3840579710144928,0.7463768115942029,0.47101449275362317,0.9130434782608694,0.0,370.93,0.594114,2022-06-16 09:30:00,5,390.0799865722656,0
9894,0.7028985507246377,0.9420289855072463,0.3840579710144928,0.7463768115942029,0.47101449275362317,0.782608695652174,0.0,370.35,0.6509632,2022-06-16 10:00:00,5,390.0799865722656,0
9895,0.6739130434782609,0.9130434782608695,0.536231884057971,0.6739130434782609,0.44202898550724634,0.34782608695652173,1.0,370.1,0.6929227,2022-06-16 10:30:00,5,390.0799865722656,1
9896,0.6739130434782609,0.8840579710144928,0.536231884057971,0.6739130434782609,0.44202898550724634,0.391304347826087,1.0,371.0,0.8473498,2022-06-16 11:00:00,5,390.0799865722656,1
9897,0.6159420289855073,0.855072463768116,0.536231884057971,0.6739130434782609,0.3695652173913043,0.463768115942029,1.0,370.8,0.8509893,2022-06-16 11:30:00,5,390.0799865722656,1
9898,0.6159420289855073,0.8260869565217394,0.42028985507246375,0.6739130434782609,0.3695652173913043,0.4492753623188406,1.0,371.9,0.7377371,2022-06-16 12:00:00,5,390.0799865722656,1
9899,0.6159420289855073,0.8115942028985508,0.42028985507246375,0.6739130434782609,0.3695652173913043,0.37681159420289856,1.0,371.36,0.6975872,2022-06-16 12:30:00,5,390.0799865722656,1
9900,0.6159420289855073,0.7681159420289855,0.42028985507246375,0.6739130434782609,0.3695652173913043,0.36231884057971014,1.0,370.46,0.7238015,2022-06-16 13:00:00,5,390.0799865722656,1
9901,0.6159420289855073,0.7536231884057969,0.6594202898550725,0.6739130434782609,0.41304347826086957,0.5072463768115942,1.0,368.8181,0.5003195,2022-06-16 13:30:00,5,390.0799865722656,1
9902,0.6159420289855073,0.7391304347826086,0.6594202898550725,0.6739130434782609,0.41304347826086957,0.5942028985507246,0.0,368.93,0.5132236,2022-06-16 14:00:00,5,390.0799865722656,0
9903,0.463768115942029,0.7246376811594203,0.47101449275362317,0.09420289855072464,0.5869565217391304,0.6086956521739131,1.0,366.06,0.54430556,2022-06-16 14:30:00,5,390.0799865722656,1
9904,0.463768115942029,0.6811594202898551,0.47101449275362317,0.09420289855072464,0.5869565217391304,0.5217391304347826,1.0,368.16,0.5613597,2022-06-16 15:00:00,5,390.0799865722656,1
9905,0.43478260869565216,0.6666666666666667,0.47101449275362317,0.09420289855072464,0.644927536231884,0.427536231884058,1.0,367.885,0.89169014,2022-06-16 15:30:00,5,390.0799865722656,1
9906,0.463768115942029,0.6521739130434783,0.47101449275362317,0.09420289855072464,0.644927536231884,0.427536231884058,1.0,367.63,0.8251303,2022-06-16 16:00:00,5,390.0799865722656,1
